ambiguity,fileid,nps,numbers,sent
Lack of Oxford,training/5683,domestic and imported oil~~~a fee just on imported oil~~~a broad based tax on domestic energy consumption,"['P', 'S', 'S']","In a briefing book for the drafting sessions, a number of revenue raising tax options are proposed, including a five dlrs a barrel fee on domestic and imported oil, a fee just on imported oil, and a broad based tax on domestic energy consumption based on five pct of value."
Lack of Oxford,training/5690,"Advanced Micro Devices <AMD>~~~Sunnyvale , Calif.~~~LSI Logic Corp <LLSI> , Milpitas , Calif.","['P', 'S', 'S']","Among the companies that would be interested in bidding for Fairchild are Advanced Micro Devices <AMD>, Sunnyvale, Calif., and LSI Logic Corp <LLSI>, Milpitas, Calif., industry analysts said."
Oxford,training/5690,National Semiconductor Corp <NSM>~~~Texas Instruments Inc <TXN>~~~Motorola Inc <MOT>,"['S', 'S', 'S']","Top U.S. chipmakers like National Semiconductor Corp <NSM>, Texas Instruments Inc <TXN> and Motorola Inc <MOT> might also seek to buy Fairchild, but could possibly run into antitrust problems, the analysts added."
Lack of Oxford,training/5711,two joint ventures~~~one with <Wellcome PLC>~~~one pending venture in Japan,"['P', 'S', 'S']","To bolster its position in the antiulcer market, in which Tagamet has met stiff competition, SmithKline said its strategy to develop an over-the-counter version of Tagamet is bolstered by two joint ventures, one with <Wellcome PLC>, and one pending venture in Japan."
Neither,training/5717,Agriculture~~~Fisheries~~~Food,"['S', 'P', 'S']","Farm subsidies and protectionist moves threaten healthy trade on both sides of the Atlantic, Michael Jopling, British minister of Agriculture, Fisheries and Food, warned."
Lack of Oxford,training/5746,Centel 's business communications~~~cable television~~~cellular telephone units,"['P', 'S', 'P']","Reuss said he is encouraged by the prospects for progress in Centel's business communications, cable television and cellular telephone units."
Oxford,training/5755,Coastal Corp~~~its chairman~~~certain Coastal affiliates,"['S', 'S', 'P']","TransAmerica Natural Gas Corp said it is seeking two billion dlrs in punitive and actual damages in a lawsuit it filed today against Coastal Corp, its chairman and certain Coastal affiliates."
Oxford,training/5762,James N.C. Moffat III~~~vice president~~~secretary of <Eastover Corp>,"['S', 'S', 'S']","In addition to Attar, the nominees are Stephen L. Peistner, chairman and chief executive officer of <McCrory Corp> and James N.C. Moffat III, vice president and secretary of <Eastover Corp>."
Neither,training/5786,Japan~~~the United States~~~its main trading partners,"['S', 'P', 'P']","The European Community (EC) yesterday warned Japan and the United States, its main trading partners, that friction over trade issues is affecting the EC's relations with both countries."
Neither,training/5788,the long-term bond rate~~~power concessions~~~deferred royalties and payroll taxes,"['S', 'P', 'P']","The new package includes an eight mln dlr advance to RGC at the long-term bond rate, power concessions and deferred royalties and payroll taxes."
Neither,training/5800,the drought~~~low world prices~~~rising domestic demand for human and animal consumption. '',"['S', 'P', 'P']","A Japanese trader in Peking said Chinese grain imports would rise and exports fall this year because of the drought, low world prices and rising domestic demand for human and animal consumption. """
Lack of Oxford,training/5800,corn~~~sweet potatoes~~~paddy rice~~~high-yield cash crops,"['S', 'P', 'S', 'P']","All areas must spare no effort to raise the autumn harvest area, especially of corn, sweet potatoes, paddy rice and high-yield cash crops,"" it said."
Lack of Oxford,training/5800,raw materials~~~roads~~~other infrastructure,"['P', 'P', 'S']","""In addition, we are setting up grain production bases, raising the level of science and technology on the farms and improving the supply of raw materials, roads and other infrastructure,"" he said."
Oxford,training/5805,0.3 point for housebuilding~~~0.4 for corporate capital outlays~~~0.1 for stockbuilding,"['S', 'S', 'S']","The private sector contribution included 0.3 point for housebuilding, 0.4 for corporate capital outlays and 0.1 for stockbuilding."
Oxford,training/5808,an entry point~~~a port for semiconductors~~~a marketing channel for other things,"['S', 'S', 'S']","""It was an entry point, a port for semiconductors and a marketing channel for other things,"" said Barclays de Zoete Wedd analyst Rick May. Several analysts said the purchase would not have given Fujitsu access to critical defence technology. """
Oxford,training/5815,eight billion~~~current 24 billion~~~sales 610 billion,"['S', 'S', 'S']","Year ended January 31 Parent shr 5.73 yen vs 5.80 Div five yen vs same Net 7.01 billion vs 6.77 billion Current 24.06 billion vs 23.76 billion Operating 37.62 billion vs 45.26 billion Sales 630.08 billion vs 810.89 billion NOTE - Company forecast for current year parent div five yen, net seven to eight billion, current 24 billion, sales 610 billion."
Oxford,training/5822,a joint venture merchant bank between the <Bank of China>~~~<First National Bank of Chicago>~~~the Industrial Bank of Japan <IBJT.T>,"['S', 'S', 'S']","The company is a joint venture merchant bank between the <Bank of China>, <First National Bank of Chicago> and the Industrial Bank of Japan <IBJT.T>"
Lack of Oxford,training/5830,4.4 pct in Italy~~~3.9 pct in Britain and Canada~~~three pct in France~~~1.4 pct in the U.S.,"['S', 'P', 'S', 'S']","Unadjusted annual inflation for the seven leading industrialised nations in January was running at 4.4 pct in Italy, 3.9 pct in Britain and Canada, three pct in France, 1.4 pct in the U.S., Minus 0.8 pct in West Germany and minus 1.5 pct in Japan, the OECD said."
Lack of Oxford,training/5836,six months~~~one year~~~two years,"['P', 'S', 'P']","The new CDs have maturities of six months, one year and two years and bear interest rates ranging from 4.07 pct to 5.12 pct, he said."
Neither,training/5841,foreign government bonds~~~treasury bills~~~certificates of deposit,"['P', 'P', 'P']","Firms and individuals may only invest in foreign government bonds, treasury bills and certificates of deposit."
Oxford,training/5848,oil~~~natural gas~~~coal production,"['S', 'S', 'S']","In the latest three months, the energy index, which comprises oil, natural gas and coal production, was down 3.5 pct on the previous quarter and 0.5 pct below the same period a year earlier."
Neither,training/5868,devaluation~~~lower wages~~~welfare contributions~~~taxes on bauxite and energy prices,"['S', 'P', 'P', 'P']","Billiton and <Suralco>, owned by U.S. Conglomerate Alcoa <AA.S>, both want devaluation, and lower wages, welfare contributions, taxes on bauxite and energy prices."
Oxford,training/5887,Chile~~~Peru~~~Equador,"['S', 'S', 'S']","Production of fish meal by the three South American producers -- Chile, Peru and Equador -- last year reached 2.5 mln tonnes, equalling the record output of 1970, the International Association of Fish Meal Manufacturers (IAFMM) said."
Lack of Oxford,training/5887,West Germany~~~Scandinavian countries~~~Eastern Europe~~~the Far East,"['S', 'P', 'S', 'S']","The IAFMM said fish meal consumption in 1986 rose in West Germany, Scandinavian countries, Eastern Europe and the Far East, but fell in the U.S. And remained static in the U.K. It added that fish meal consumption had suffered from competition with feed grade tallow in the U.S."
Lack of Oxford,training/5889,"about 58.3 mln shares~~~96 pct of Owens-Illinois Inc common stock~~~50,275 of 4.75 dlr cumulative convertible preference shares of Owens , or about 83 pct","['P', 'S', 'P']","OII Holdings Corp, a company formed by Kohlberg Kravis Roberts and Co, said it received and purchased about 58.3 mln shares or 96 pct of Owens-Illinois Inc common stock and 50,275 of 4.75 dlr cumulative convertible preference shares of Owens, or about 83 pct."
Lack of Oxford,training/5894,"gains of 28,000 dlrs , or one cent a share , vs 61,000 dlrs , or seven cts a share , in quarter and 453,000 dlrs~~~seven cts a share , vs 61,000 dlrs~~~one cent a share","['P', 'P', 'S']","Net includes gains of 28,000 dlrs, or one cent a share, vs 61,000 dlrs, or seven cts a share, in quarter and 453,000 dlrs, or seven cts a share, vs 61,000 dlrs, or one cent a share, in half from tax loss carryforward"
Neither,training/5894,"28,000 dlrs~~~one cent a share~~~vs 61,000 dlrs~~~seven cts a share","['P', 'S', 'P', 'S']","Net includes gains of 28,000 dlrs, or one cent a share, vs 61,000 dlrs, or seven cts a share, in quarter and 453,000 dlrs, or seven cts a share, vs 61,000 dlrs, or one cent a share, in half from tax loss carryforward"
Neither,training/5895,Japan~~~the United States~~~its main trading partners,"['S', 'P', 'P']","The European Community (EC) yesterday warned Japan and the United States, its main trading partners, that friction over trade issues is affecting the EC's relations with both countries."
Oxford,training/5919,Baker~~~Hughes~~~Trico,"['S', 'S', 'S']","Baker said the transaction is subject to approval by the Justice Department and the boards of Baker, Hughes and Trico."
Oxford,training/5954,steel~~~citrus~~~pasta,"['S', 'S', 'S']","Speaking at an American Chamber of Commerce lunch in The Hague, Engering noted the developing history of crises over steel, citrus and pasta, and warned of more to come."
Neither,training/6,grains~~~oilseeds~~~their products,"['P', 'P', 'P']","Argentine grain board figures show crop registrations of grains, oilseeds and their products to February 11, in thousands of tonnes, showing those for futurE shipments month, 1986/87 total and 1985/86 total to February 12, 1986, in brackets: Bread wheat prev 1,655.8, Feb 872.0, March 164.6, total 2,692.4 (4,161.0)."
